Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),LOWER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),UPPER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),LOWER_ZONE:Zone People Number Of Occupants [](Hourly),LOWER_ZONE:Zone People Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Lights Electric Consumption [J](Hourly),LOWER_ZONE:Zone Lights Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Electric Equipment Electric Consumption [J](Hourly),LOWER_ZONE:Zone Electric Equipment Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Transmitted Solar Energy[J](Hourly),UPPER_ZONE:Zone Transmitted Solar Energy[J](Hourly),LOWER_ZONE:Zone Mean Air Temperature [C](Hourly),LOWER_ZONE:Zone Operative Temperature [C](Hourly),LOWER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),UPPER_ZONE:Zone Mean Air Temperature [C](Hourly),UPPER_ZONE:Zone Operative Temperature [C](Hourly),UPPER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),LOWER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),UPPER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Loss [J](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Ventilation Air Change Rate [ach](Hourly),LOWER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),LOWER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),PV_SURFACE:PV Generator DC Energy [J](Hourly),WT1:Wind Turbine Electric Energy Produced [J](Hourly),WT2:Wind Turbine Electric Energy Produced [J](Hourly) 
 07/31  19:00:00,15.75,6.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,879430.7862,848861.7034,23.75769656,23.74861661,-18.0858087,23.06469228,23.29256185,58.9638197,0.514204168,0.513036581,1727196.232,0,1.53708737,0,2685761.73,0,0,48924.18071,32693948.92,27000000
 07/31  20:00:00,14.375,5.2,0,0,0,0,0,0,0,0,0,0,22.44108877,22.65802794,74.73208586,21.9357072,22.27038617,95.7945471,0.514217971,0.513375271,0,0,0,0,0,0,0,0,19833307.69,20250000
 07/31  21:00:00,13.375,4.9125,0,0,0,0,0,0,0,0,0,0,21.50086478,21.9412249,224.7878905,21.36639774,21.76918856,128.756077,0.514135362,0.513935761,0,0,0,0,0,0,0,0,16460610.07,13500000
 07/31  22:00:00,13.25,5.0375,0,0,0,0,0,0,0,0,0,0,21.13423328,21.59041088,247.6626162,21.02206374,21.43103171,135.7933275,0.513751621,0.513586662,0,0,0,0,0,0,0,0,17710320.56,27000000
 07/31  23:00:00,13.7125,4.875,0,0,0,0,0,0,0,0,0,0,20.99426324,21.42930178,233.7571552,20.87926635,21.26846638,128.1135876,0.512710257,0.512538172,0,0,0,0,0,0,0,0,16023382.35,6750000
 07/31  24:00:00,14.15,4.7375,0,0,0,0,0,0,0,0,0,0,20.90692706,21.31868645,216.9411487,20.79242343,21.16019316,118.6889045,0.511756181,0.511583748,0,0,0,0,0,0,0,0,14681280.3,0
 08/01  01:00:00,14.55,4.575,0,0,0,0,0,0,0,0,0,0,20.84463347,21.23754727,204.2516321,20.73217997,21.08224228,111.7743359,0.510939503,0.510769973,0,0,0,0,0,0,0,0,13208018.53,0
 08/01  02:00:00,14.95,4.4375,0,0,0,0,0,0,0,0,0,0,20.81360322,21.18674035,190.9969255,20.70409663,21.03574707,104.4632491,0.51023845,0.510073705,0,0,0,0,0,0,0,0,12019660.46,0
 08/01  03:00:00,15.4125,4.275,0,0,0,0,0,0,0,0,0,0,20.81642646,21.17042951,179.4353442,20.72300269,21.03600822,99.30980526,0.509408169,0.509271217,0,0,0,0,0,0,0,0,10731821.22,0
 08/01  04:00:00,15.85,4.1375,0,0,0,0,0,0,0,0,0,0,20.84680044,21.17873193,164.7493104,20.77176164,21.06252048,90.66238966,0.508719075,0.508613926,0,0,0,0,0,0,0,0,7346235.845,0
 08/01  05:00:00,16,3.475,0,0,0,0,0,0,0,0,0,0,20.84117946,21.16138625,156.072751,20.77089148,21.05096338,85.81788822,0.508402317,0.508305325,0,0,0,0,0,0,0,0,0,0
 08/01  06:00:00,16.625,2.1,0,0,0,0,0,0,0,0,47983.3849,89308.1708,21.00622285,21.26885639,119.8299694,20.85127245,21.12065978,85.42069934,0.507554777,0.507308788,0,0,0,126765.8726,0,0,0,49665.96518,0,0
 08/01  07:00:00,17,2.5,0,0,0,0,0,0,0,0,247570.0526,455228.9039,21.04088333,21.33491688,136.4254352,21.06780054,21.3238187,79.83325565,0.507003008,0.507071378,0,0,0,0,0,0,0,249584.017,0,0
 08/01  08:00:00,17,2.7875,0,0,0,0,0,0,0,0,531027.0945,967748.9393,21.14272745,21.45310537,143.2837054,21.28884297,21.55662797,87.37751431,0.507185121,0.507459841,0,0,0,0,0,0,0,534957.4441,0,0
 08/01  09:00:00,17,3.225,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,905931.2733,1587233.469,23.75976439,23.15579725,-373.9933822,21.69667028,22.00303388,111.4731448,0.511909872,0.508384684,1110750.945,0,0.767838731,0,2126840.78,0,0,902569.9018,0,0
 08/01  10:00:00,17.625,3.9125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1652100.395,2644877.986,23.99999989,23.53758474,-268.4053367,22.42548837,22.71199857,113.4847536,0.511004525,0.508301104,967065.0645,0,0.766480755,0,3508005.217,0,0,1849007.596,0,0
 08/01  11:00:00,18.625,4.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2283466.867,3027729.885,24,23.77145584,-124.9615747,23.09592079,23.33781124,97.77064457,0.509312939,0.507743827,576902.7909,0,0.763943464,0,4336587.704,0,0,3236353.255,11675571.99,0
 08/01  12:00:00,19.625,5.9125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2201335.262,2638120.573,23.89091608,23.82458441,-54.82108051,23.35876821,23.56896209,77.0954397,0.507568803,0.506638157,501335.8617,174053.9644,1.605157059,0,4222542.844,0,0,3649327.913,28434178.83,27000000
 08/01  13:00:00,20.625,6.3875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2178559.943,4372185.603,23.99982844,24.0696624,2.14102811,24.0945598,24.40330177,140.2794075,0.506033063,0.506146161,184042.9871,0,0.759023816,0,5490333.276,0,0,3607435.762,34792357.42,27000000
 08/01  14:00:00,20.375,6.825,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1830802.755,5158377.919,24,24.18188649,53.85227234,25.32072697,25.44782851,83.05139223,0.506645443,0.508852209,128070.2304,0,0.759942354,0,5498774.245,0,0,3443131.295,40931198.65,27000000
 08/01  15:00:00,20,7.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1843376.389,2565035.763,23.53586551,23.8441951,81.7756618,24.31928775,24.53334868,64.59711764,0.506285232,0.507597035,460093.5211,574290.8328,4.539887215,0,3995209.134,0,0,3032321.995,49832541.79,27000000
 08/01  16:00:00,19.375,7.075,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1829197.933,2515544.447,24,24.09759177,7.547810759,24.19788318,24.44165983,77.17741504,0.507988768,0.508239896,508612.9289,0,0.761957274,0,5026806.262,0,0,2411581.257,44450558.23,27000000
 08/01  17:00:00,19,7.0125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1567214.834,2132488.525,23.87744283,24.00361509,9.288727999,23.95579647,24.21641473,82.75440109,0.508555739,0.50863564,598269.7176,181986.1836,1.524077229,0,4308502.405,0,0,1649199.758,43771964.91,27000000
 08/01  18:00:00,18.375,7.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,3921971.534,1634088.345,23.99509981,24.33218308,115.2529796,23.7341067,24.02465788,96.44858629,0.509741211,0.50923511,890700.7988,0,0.764585849,0,5163495.839,0,0,839065.9649,46373794.41,27000000
 08/01  19:00:00,17.375,5.8875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,843123.4755,819596.2309,23.99999955,23.930455,-50.78149896,23.29922733,23.55246971,74.12523234,0.511566992,0.510310565,1096703.457,0,0.767324428,0,4235557.963,0,0,51370.33007,28366544.28,27000000
 08/01  20:00:00,16.375,5.475,0,0,0,0,0,0,0,0,0,0,22.98341856,23.15173803,46.61049034,22.54975293,22.85869434,91.3771733,0.511749152,0.510980568,0,0,0,0,0,0,0,0,22518330.75,27000000
 08/01  21:00:00,16,5.0125,0,0,0,0,0,0,0,0,0,0,22.13600531,22.51119985,190.4898809,22.15181832,22.48154394,102.9040018,0.510620087,0.510635408,0,0,0,0,0,0,0,0,17446511.04,13500000
 08/01  22:00:00,16,4.2875,0,0,0,0,0,0,0,0,0,0,21.93443784,22.29446548,180.2731269,21.92683967,22.2488099,100.6097535,0.510266723,0.510256284,0,0,0,0,0,0,0,0,8470643.888,0
 08/01  23:00:00,16,3.1625,0,0,0,0,0,0,0,0,0,0,21.75643774,22.11323687,178.8381308,21.75510486,22.07172747,99.85320833,0.509999457,0.510008536,0,0,0,0,0,0,0,0,0,0
 08/01  24:00:00,16,2.9125,0,0,0,0,0,0,0,0,0,0,21.61727174,21.9677776,174.8134537,21.61454627,21.92398297,97.00513559,0.509761709,0.509773593,0,0,0,0,0,0,0,0,0,0
 08/02  01:00:00,16,3.725,0,0,0,0,0,0,0,0,0,0,21.48759968,21.8329965,171.1784246,21.47422443,21.77931867,94.6743687,0.50951816,0.50951475,0,0,0,0,0,0,0,0,0,0
 08/02  02:00:00,16,4.1,0,0,0,0,0,0,0,0,0,0,21.37343546,21.71485186,168.7062242,21.35134508,21.65306372,93.39538503,0.509308935,0.509292327,0,0,0,0,0,0,0,0,0,0
 08/02  03:00:00,16,4.1,0,0,0,0,0,0,0,0,0,0,21.2758709,21.61336859,166.2755625,21.24883872,21.54669416,91.96583956,0.509132791,0.509108761,0,0,0,0,0,0,0,0,0,0
 08/02  04:00:00,16,3.7875,0,0,0,0,0,0,0,0,0,0,21.19030364,21.52470567,164.4127354,21.16053564,21.45520694,91.03381024,0.508980364,0.508952275,0,0,0,0,0,0,0,0,0,0
 08/02  05:00:00,16,4.225,0,0,0,0,0,0,0,0,0,0,21.10991403,21.44011727,161.430384,21.07488725,21.3655691,88.96077275,0.508838671,0.50880189,0,0,0,0,0,0,0,0,6145571.389,0
 08/02  06:00:00,15.375,4.2875,0,0,0,0,0,0,0,0,54320.0633,100752.9992,21.01064254,21.3405388,158.6126792,20.93151589,21.24193687,95.55315537,0.509767392,0.509653451,0,0,0,76856.21016,0,0,0,55686.08218,8475702.963,0
 08/02  07:00:00,15.625,3.475,0,0,0,0,0,0,0,0,275375.2042,505933.0805,21.00977043,21.35715498,169.1878506,21.0054726,21.32804973,108.6057531,0.509327579,0.509340628,0,0,0,37692.3957,0,0,0,278681.2491,0,0
 08/02  08:00:00,16,3.1,0,0,0,0,0,0,0,0,530602.3355,966959.015,21.1081302,21.46477456,173.3295104,21.27394696,21.5835047,103.8635045,0.508834632,0.509143245,0,0,0,0,0,0,0,534706.6059,0,0
 08/02  09:00:00,16,3.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,806757.3535,1458265.773,23.73362829,23.14632141,-371.3493351,21.63925138,21.97456564,122.2117484,0.513616239,0.510018889,1374081.483,0,0.770398194,0,1848416.888,0,0,812450.5875,0,0
 08/02  10:00:00,16.625,3.725,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,917347.7048,1648758.425,23.99999994,23.42984947,-348.5461026,21.9910246,22.2927101,109.9244068,0.512751276,0.509280974,1203427.426,0,0.769100793,0,2921136.943,0,0,910449.9674,0,0
 08/02  11:00:00,17.625,4.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1445865.363,2352360.115,24,23.62265567,-215.6142172,22.50942029,22.80887927,115.1786443,0.510967897,0.508375363,1094337.307,0,0.766425815,0,3714913.33,0,0,1465541.89,11733571.37,0
 08/02  12:00:00,18.625,4.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2385041.32,3390782.176,23.83976075,23.81623717,-44.52680069,23.31145453,23.60367619,120.871008,0.509176991,0.508247395,869854.9196,2699.365655,1.525778155,0,4044138.058,0,0,2931859.922,13214136.69,0
 08/02  13:00:00,19.625,5.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2265611.022,4586137.881,23.99999927,24.06551522,-3.451740038,24.08078384,24.40155038,146.3869429,0.507665506,0.507773482,674385.4486,0,0.761472397,0,5026691.804,0,0,3558102.662,20200593.23,20250000
 08/02  14:00:00,20.625,6.325,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1839179.218,5207292.745,23.83077202,24.11530915,92.79688153,25.36984688,25.5050912,90.75733962,0.505796816,0.508400796,431187.405,85807.38049,4.529784036,0,4904615.741,0,0,3477519.523,33905221.36,27000000
 08/02  15:00:00,21,7.325,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1864618.21,2590326.12,23.93950157,24.06456537,32.01703417,24.43054191,24.59839176,50.30300654,0.505073775,0.505912136,494396.9752,0,0.757584933,0,5172948.671,0,0,3007438.877,47410580.01,27000000
 08/02  16:00:00,19.75,7.7,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1780705.249,2407357.981,23.999989,24.09239,6.513418976,24.18028236,24.40005059,64.8043856,0.507290075,0.50758303,617076.05,0,0.760909269,0,5146849.412,0,0,2424976.657,52107307.43,27000000
 08/02  17:00:00,19.625,8.0125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1598611.043,2124231.013,23.99999999,24.08544906,0.658141097,23.98588589,24.22981318,78.606587,0.507497773,0.507464216,665337.1025,0,0.761220806,0,5089636.039,0,0,1725284.613,55341468.56,27000000
 08/02  18:00:00,18.75,7.2625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,4874672.262,1797194.598,24,24.46541944,201.8359376,23.87431574,24.15939943,96.40858145,0.509021722,0.508796015,815526.4372,0,0.763506653,0,5555488.36,0,0,918702.3515,46834513.26,27000000
 08/02  19:00:00,16.75,6.075,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1031812.348,991593.2188,23.75224508,23.9028136,64.55691868,23.4771239,23.67464386,52.23040804,0.512490734,0.512026055,1150316.731,59886.83106,1.533428419,0,3499975.893,0,0,53841.51574,30708847.72,27000000
 08/02  20:00:00,16.625,5.7,0,0,0,0,0,0,0,0,0,0,23.08191387,23.31263464,80.40970691,22.60036897,22.88471204,80.10346672,0.511320607,0.510506001,0,0,0,0,0,0,0,0,25315661.21,27000000
 08/02  21:00:00,16.375,4.3875,0,0,0,0,0,0,0,0,0,0,22.44190552,22.78900455,170.6643845,22.24066772,22.54950878,92.78113986,0.510481119,0.510152615,0,0,0,0,0,0,0,0,10573468.69,6750000
 08/02  22:00:00,16.625,3.6,0,0,0,0,0,0,0,0,0,0,22.18249996,22.53000326,176.3704459,22.03347467,22.34070363,97.74171262,0.509589182,0.509353145,0,0,0,0,0,0,0,0,0,0
 08/02  23:00:00,17,2.975,0,0,0,0,0,0,0,0,0,0,22.09700824,22.4170434,156.775123,21.98407309,22.26500263,86.06956125,0.50877983,0.508607578,0,0,0,0,0,0,0,0,0,0
 08/02  24:00:00,17,2.9125,0,0,0,0,0,0,0,0,0,0,21.95607397,22.27143073,152.8863055,21.86016082,22.13609662,83.78182242,0.508537822,0.508395668,0,0,0,0,0,0,0,0,0,0
 08/03  01:00:00,17,3.1,0,0,0,0,0,0,0,0,0,0,21.83531121,22.14631244,150.0994756,21.74795728,22.02012451,82.3616385,0.508330836,0.50820389,0,0,0,0,0,0,0,0,0,0
 08/03  02:00:00,17,3.4125,0,0,0,0,0,0,0,0,0,0,21.72975328,22.03663337,147.2035966,21.6476324,21.91615807,80.65065126,0.50814868,0.508031025,0,0,0,0,0,0,0,0,0,0
 08/03  03:00:00,17,4.225,0,0,0,0,0,0,0,0,0,0,21.63140135,21.93454891,144.4931956,21.54989166,21.81550473,79.00923835,0.507979039,0.507862597,0,0,0,0,0,0,0,0,6131830.831,0
 08/03  04:00:00,17,5.9125,0,0,0,0,0,0,0,0,0,0,21.53593399,21.83504123,141.3360673,21.44990227,21.71282713,76.95101055,0.507814745,0.507690604,0,0,0,0,0,0,0,0,28742450.21,27000000
 08/03  05:00:00,17,6.7,0,0,0,0,0,0,0,0,0,0,21.44888356,21.74568141,139.8154391,21.36031598,21.62190136,76.39179565,0.507664866,0.507536409,0,0,0,0,0,0,0,0,39840306.55,27000000
 08/03  06:00:00,17,7.0125,0,0,0,0,0,0,0,0,82077.8577,144290.9294,21.38861452,21.6903587,141.6219489,21.31776081,21.58655362,80.03102201,0.507561087,0.507463188,0,0,0,0,0,0,0,77300.40694,44127654.51,27000000
 08/03  07:00:00,17,6.8875,0,0,0,0,0,0,0,0,427727.5123,741604.1622,21.43759223,21.75879693,150.5618275,21.48495347,21.76778929,89.75617702,0.507644917,0.507750767,0,0,0,0,0,0,0,419615.2055,42434123.49,27000000
 08/03  08:00:00,17,7.0125,0,0,0,0,0,0,0,0,707530.794,1280234.135,21.52958567,21.8626133,153.8746632,21.71083299,22.00067473,94.17783893,0.507802792,0.508139392,0,0,0,0,0,0,0,745149.164,44127564.43,27000000
 08/03  09:00:00,17,7.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1092393.429,1958645.302,23.85396399,23.36775159,-294.6013511,22.12256652,22.44631502,117.3444945,0.512004177,0.509051117,1241672.447,0,0.767980182,0,2672786.299,0,0,1163388.288,46614184.93,27000000
 08/03  10:00:00,17.625,6.8875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1577431.459,2573656.477,24,23.66308689,-192.5308271,22.67146039,22.97534807,114.7571609,0.510964327,0.5087002,1107974.942,0,0.766420461,0,3796304.424,0,0,1606879.532,42344703.44,27000000
 08/03  11:00:00,18.625,6.3875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2284203.105,3238780.621,24,23.90622241,-71.5503595,23.36881757,23.63918807,106.5628919,0.509190437,0.508114543,1009551.693,0,0.763759716,0,4529102.95,0,0,2825725.162,35113837.06,27000000
 08/03  12:00:00,19.625,6.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2344919.967,3050471.167,23.89385894,23.98411757,-1.276053689,23.75351134,23.98835704,88.38520919,0.507464886,0.507231031,900087.9047,0,1.521276242,0,4558994.291,0,0,3319940.708,32242401.42,27000000
 08/03  13:00:00,20,7.1375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2172157.487,4342927.062,23.99997164,24.16518211,36.25573316,24.331679,24.63376897,130.3515223,0.506979691,0.507560832,643951.9524,0,0.76044371,0,5297278.152,0,0,3414818.718,45089224.75,27000000
 08/03  14:00:00,20.625,8.325,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2049195.908,5342644.903,24,24.30785009,120.9176468,25.45697774,25.64962102,109.127311,0.505977124,0.508474703,601937.7558,0,0.758939911,0,5811977.228,0,0,3288917.943,57924487.61,27000000
 08/03  15:00:00,21,7.7625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2001002.789,2846081.525,23.93622344,24.22358123,110.0146135,24.69468229,24.86939321,53.39553316,0.505087815,0.506390686,649608.8732,0,2.018674983,0,5271089.742,0,0,2900166.007,52291920.85,27000000
 08/03  16:00:00,21,6.575,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1827476.552,2580974.021,23.99999919,24.26640852,104.0033855,24.64231118,24.8387186,63.19325308,0.5050818,0.506192708,578059.3551,0,0.75759697,0,5753802.875,0,0,2294655.962,37491882.86,27000000
 08/03  17:00:00,19.125,6.825,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1502402.915,2117770.609,24,24.18342396,51.39451149,24.26302848,24.49704546,64.77171643,0.508330769,0.5088118,893390.1698,0,0.762470258,0,5119871.064,0,0,1565953.715,41242744.11,27000000
 08/03  18:00:00,17.375,7.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,3710669.478,1561761.673,23.7972768,24.27696237,189.1333894,23.68477264,24.02218082,112.1454346,0.511217515,0.511054049,1500116.547,0,1.530918737,0,4110360.323,0,0,793375.1729,50440662.48,27000000
 08/03  19:00:00,16.375,6.7625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,798330.9836,776097.3644,23.99999266,24.07576619,9.018932806,23.21666916,23.5154682,90.36042787,0.513236852,0.511919022,1596525.911,0,0.769829132,0,4382655.805,0,0,48403.78674,40672813.63,27000000
 08/03  20:00:00,16,5.8875,0,0,0,0,0,0,0,0,0,0,22.91075446,23.21429251,131.2501431,22.40671279,22.73375216,99.34377089,0.512101771,0.511267768,0,0,0,0,0,0,0,0,28059130.31,27000000
 08/03  21:00:00,15.375,5.0125,0,0,0,0,0,0,0,0,0,0,22.30724032,22.69415852,196.2995764,22.0148283,22.36403316,106.8800309,0.511978471,0.511506157,0,0,0,0,0,0,0,0,17516007.05,13500000
 08/03  22:00:00,15,5.6,0,0,0,0,0,0,0,0,0,0,21.93130417,22.33468373,210.0488198,21.68361156,22.0444382,113.4541521,0.51197136,0.511572083,0,0,0,0,0,0,0,0,24656582.57,27000000
 08/03  23:00:00,14.375,5.5125,0,0,0,0,0,0,0,0,0,0,21.62510412,22.03941799,215.5513842,21.39255154,21.76323724,116.1090516,0.512556397,0.512180238,0,0,0,0,0,0,0,0,23354155.6,27000000
 08/03  24:00:00,14,5.475,0,0,0,0,0,0,0,0,0,0,21.33917451,21.76926224,229.6531156,21.12537114,21.50851094,124.702117,0.512785069,0.512439619,0,0,0,0,0,0,0,0,22752456.87,27000000
 08/04  01:00:00,14,5.7,0,0,0,0,0,0,0,0,0,0,21.1676009,21.5921555,226.1322014,20.96883801,21.34595907,122.6031138,0.512502446,0.512182329,0,0,0,0,0,0,0,0,25593812.2,27000000
 08/04  02:00:00,14,6.325,0,0,0,0,0,0,0,0,0,0,21.00995157,21.42852183,221.339523,20.81579502,21.18777978,119.6803332,0.512218474,0.511905872,0,0,0,0,0,0,0,0,34752382.19,27000000
 08/04  03:00:00,14,5.7,0,0,0,0,0,0,0,0,0,0,20.87620481,21.29133925,219.5479299,20.6899496,21.05863101,119.3799077,0.511980027,0.511680875,0,0,0,0,0,0,0,0,26032031.76,27000000
 08/04  04:00:00,14,4.7875,0,0,0,0,0,0,0,0,0,0,20.76394414,21.17328721,215.4521515,20.58394544,20.94653831,116.5236338,0.511781219,0.511492773,0,0,0,0,0,0,0,0,15203570.73,6750000
 08/04  05:00:00,14,4.6,0,0,0,0,0,0,0,0,0,0,20.65181205,21.05715754,212.6364915,20.47116966,20.83070815,115.1642708,0.511546117,0.51125645,0,0,0,0,0,0,0,0,13459932.63,0
 08/04  06:00:00,14,4.9125,0,0,0,0,0,0,0,0,60955.48014,112902.1306,21.00744238,21.24097339,91.92139693,20.42701424,20.79026361,118.5846511,0.512221008,0.511232569,0,0,0,500501.1563,0,0,0,62458.71379,16439373.31,13500000
 08/04  07:00:00,14,4.7875,0,0,0,0,0,0,0,0,308248.2416,565424.2242,21,21.26910681,107.5854816,20.537642,20.91052517,126.6101768,0.512162667,0.511378183,0,0,0,444569.2307,0,0,0,315117.4408,15218063.81,6750000
 08/04  08:00:00,14.625,4.6,0,0,0,0,0,0,0,0,698545.4944,1243488.998,21,21.35060277,159.3971744,20.86409153,21.23538454,132.3717487,0.511062575,0.51084709,0,0,0,182607.6455,0,0,0,719179.1799,13435333.24,0
 08/04  09:00:00,15,5.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1307148.371,2129966.003,23.68237421,23.13602098,-359.0637724,21.4666075,21.85941609,149.9290222,0.51522973,0.511433011,1683422.528,0,0.772818348,0,1519704.413,0,0,1428843.451,24662971.73,27000000
 08/04  10:00:00,15.625,5.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1934403.013,2899525.668,23.99999999,23.58693634,-249.6240907,22.18705957,22.54463517,142.5553935,0.514416499,0.511376715,1781075.695,0,0.771598543,0,2961581.137,0,0,2349411.073,23260995.79,27000000
 08/04  11:00:00,16.625,4.7875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1972016.367,3079042.895,23.7335034,23.59890401,-107.7943304,22.68883829,23.02001681,130.8256675,0.512295175,0.510594871,1809850.565,0,1.532772323,0,2965245.671,0,0,2194426.133,15081322.26,6750000
 08/04  12:00:00,17,4.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2395043.455,3249940.106,23.98028617,23.90181375,-73.79415404,23.14230591,23.46201873,126.1524311,0.512040079,0.510700168,1540306.465,0,0.768034034,0,4073448.98,0,0,3209067.263,8465256.412,0
 08/04  13:00:00,17.625,4.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2081096.179,4208545.493,24,24.02018772,-36.15221675,23.66662144,24.03666918,163.7551901,0.510997724,0.510536487,1475347.19,0,0.766470555,0,4352680.062,0,0,3645311.252,0,0
 08/04  14:00:00,18,4.725,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1775414.331,5099189.184,23.30191245,23.73123822,122.8225683,24.65424247,24.91350335,133.0909183,0.509380785,0.51176226,1609978.86,0,3.293991257,112745.9421,2991609.378,0,0,3485111.195,14542269.18,6750000
 08/04  15:00:00,18,5.475,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1898534.15,2649081.578,23.99999414,24.06355593,-18.26880979,23.69943549,23.98609412,99.09570611,0.510313804,0.509906644,1251016.744,0,0.765444709,0,4530349.393,0,0,3032819.253,22440515.28,27000000
 08/04  16:00:00,18,5.325,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1855629.063,2558186.168,24,24.09455757,-3.487131975,23.73859335,24.03348707,103.346029,0.510239306,0.50991474,1278059.041,0,0.765332966,0,4584275.221,0,0,2373728.212,20643547.86,27000000
 08/04  17:00:00,17.375,4.1625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1591173.93,2103824.804,24,24.05981517,-21.0203999,23.55697324,23.85645037,99.89495146,0.511331871,0.51068208,1409914.516,0,0.766971758,0,4334948.335,0,0,1705068.283,6407964.17,0
