Date/Time,SomeCategory:Some subcategory [x](Hourly),SomeCategory:Some other subcategory,SomeOtherCategory:yet another subcategory [x](Hourly)
 09/22  13:00:00,20.15,8.8875,3.7161216
 09/22  14:00:00,20.6,9.3,3.7161216
 09/22  15:00:00,19.85,8.9875,0.74322432
 09/22  16:00:00,19.0875,7.8,0.74322432
 09/22  17:00:00,18.2125,7.825,0.74322432
 09/22  18:00:00,16.7375,7.575,0
 09/22  19:00:00,15.7875,6.575,0
 09/22  20:00:00,15.225,7.1375,0
 09/22  21:00:00,15.375,7.3875,0
 09/22  22:00:00,15.225,5.95,0
 09/22  23:00:00,15,5.2,0
 09/22  24:00:00,15.375,3.8875,0
 09/23  01:00:00,15.6,5.0375,0
 09/23  02:00:00,15.6,5.575,0
 09/23  03:00:00,15.6,4.5125,0
 09/23  04:00:00,15.6,3.7875,0
 09/23  05:00:00,15.9125,3.2875,0
 09/23  06:00:00,16.1,3.725,0
 09/23  07:00:00,16.475,3.1625,0
 09/23  08:00:00,17.0125,3.5375,0
 09/23  09:00:00,17.8875,2.85,0
 09/23  10:00:00,18.3,3.6625,0
 09/23  11:00:00,17.6125,3.975,0
 09/23  12:00:00,18.575,2.6625,0
 09/23  13:00:00,19.775,1.725,0
 09/23  14:00:00,21.0625,2.5,0
 09/23  15:00:00,22.7,2.1,0
 09/23  16:00:00,24.7375,1.875,0
 09/23  17:00:00,24.1625,2.1,0
 09/23  18:00:00,21.2375,4.6625,0
 09/23  19:00:00,20,6.825,0
 09/23  20:00:00,19.625,6.2625,0
 09/23  21:00:00,19.0875,5.7,0
 09/23  22:00:00,18.2125,4.3875,0
 09/23  23:00:00,17.8,3.6,0
 09/23  24:00:00,17.8,3.2875,0
 09/24  01:00:00,18.1125,1.1625,0
 09/24  02:00:00,17.9875,0,0
 09/24  03:00:00,17.1125,0,0
 09/24  04:00:00,17.0125,1.9375,0
 09/24  05:00:00,15.825,2.7875,0
 09/24  06:00:00,15,1.9125,0
 09/24  07:00:00,16.0625,2.1875,0.74322432
 09/24  08:00:00,17.3875,2.2875,1.48644864
 09/24  09:00:00,18.4875,2.725,7.06063104
 09/24  10:00:00,19.2125,3.4125,7.06063104
 09/24  11:00:00,20.4625,3.2875,7.06063104
 09/24  12:00:00,21.475,3.1,7.06063104
 09/24  13:00:00,22.3875,3.4125,3.7161216
 09/24  14:00:00,23.1125,3.2875,7.06063104
 09/24  15:00:00,23.675,3.1,7.06063104
 09/24  16:00:00,23.2125,2.475,7.06063104
 09/24  17:00:00,22.1125,3.35,7.06063104
 09/24  18:00:00,20.2625,4.1,5.20257024
 09/24  19:00:00,19.0875,2.85,2.97289728
 09/24  20:00:00,18.525,2.1,2.97289728
 09/24  21:00:00,17.9875,2.1,0.74322432
 09/24  22:00:00,17.425,2.4125,0.74322432
 09/24  23:00:00,16.8875,2.9125,0.37161216
 09/24  24:00:00,16.325,4.0375,0.37161216
 09/25  01:00:00,16.1,3.35,0
 09/25  02:00:00,16.475,2.2875,0
 09/25  03:00:00,16.325,3.0375,0
 09/25  04:00:00,16.1,3.6,0
 09/25  05:00:00,16.1,3.2875,0
 09/25  06:00:00,16.1,3.725,0
 09/25  07:00:00,16.1,3.7875,0.74322432
 09/25  08:00:00,16.475,3.9125,1.48644864
 09/25  09:00:00,16.7,3.475,7.06063104
 09/25  10:00:00,17.0125,3.4125,7.06063104
 09/25  11:00:00,17.575,2.6625,7.06063104
 09/25  12:00:00,18.8,3.0375,7.06063104
 09/25  13:00:00,20.15,2.975,3.7161216
 09/25  14:00:00,21.6,4.5375,7.06063104
 09/25  15:00:00,21.8875,6.6375,7.06063104
 09/25  16:00:00,20.2625,8.2,7.06063104
 09/25  17:00:00,18.025,8.425,7.06063104
 09/25  18:00:00,16.5125,9.2,5.20257024
 09/25  19:00:00,15.4125,10.1125,2.97289728
 09/25  20:00:00,14.625,7.425,2.97289728
 09/25  21:00:00,14.0875,6.0125,0.74322432
 09/25  22:00:00,13.9,5.575,0.74322432
 09/25  23:00:00,13.525,5.2,0.37161216
 09/25  24:00:00,13.3,3.8875,0.37161216
 09/26  01:00:00,13.3,3.725,0
 09/26  02:00:00,13.3,3.475,0
 09/26  03:00:00,13.3,3.725,0
 09/26  04:00:00,13.3,1.5375,0
 09/26  05:00:00,13.3,1.3125,0
 09/26  06:00:00,13.3,2.4125,0
 09/26  07:00:00,13.3,3.225,0.74322432
 09/26  08:00:00,13.3,3.6,1.48644864
 09/26  09:00:00,13.675,2.6625,7.06063104
 09/26  10:00:00,15.275,2.725,7.06063104
 09/26  11:00:00,17.1625,3.4125,7.06063104
 09/26  12:00:00,18.4875,5.85,7.06063104
 09/26  13:00:00,18.9,8.5125,3.7161216
 09/26  14:00:00,19.2125,9.925,7.06063104
 09/26  15:00:00,19.0875,10.925,7.06063104
 09/26  16:00:00,18.2125,10.3625,7.06063104
 09/26  17:00:00,17.1125,8.8,7.06063104
 09/26  18:00:00,16.0125,7.2625,5.20257024
 09/26  19:00:00,14.85,6.7,2.97289728
 09/26  20:00:00,14.4,5.075,2.97289728
 09/26  21:00:00,14.4,5.1,0.74322432
 09/26  22:00:00,14.0875,4.7,0.74322432
 09/26  23:00:00,13.9,4.4125,0.37161216
 09/26  24:00:00,14.2125,4.975,0.37161216
 09/27  01:00:00,14.0875,5.2,0
 09/27  02:00:00,13.9,4.5125,0
 09/27  03:00:00,13.9,4.1,0
 09/27  04:00:00,13.9,3.475,0
 09/27  05:00:00,13.9,3.725,0
 09/27  06:00:00,13.9,3.7875,0
 09/27  07:00:00,14.2125,3.9125,0.74322432
 09/27  08:00:00,15.15,2.85,1.48644864
 09/27  09:00:00,16.2875,2.4125,7.06063104
 09/27  10:00:00,16.7,3.225,7.06063104
 09/27  11:00:00,17.7,3.2875,7.06063104
 09/27  12:00:00,18.9875,5.0375,7.06063104
 09/27  13:00:00,19.0875,8.45,3.7161216
 09/27  14:00:00,18.9,9.175,7.06063104
 09/27  15:00:00,18.2125,8.1125,7.06063104
 09/27  16:00:00,18.1125,7.7,7.06063104
 09/27  17:00:00,17.6125,7.3875,7.06063104
 09/27  18:00:00,16.5125,6.575,5.20257024
 09/27  19:00:00,16.1,6.5125,2.97289728
 09/27  20:00:00,16.1,6.075,2.97289728
 09/27  21:00:00,16.1,5.0125,0.74322432
 09/27  22:00:00,15.7875,4.975,0.74322432
 09/27  23:00:00,15.6,5.825,0.37161216
 09/27  24:00:00,15.6,5.575,0.37161216
 09/28  01:00:00,15.6,4.5125,0
 09/28  02:00:00,15.6,4.7875,0
 09/28  03:00:00,15.6,4.2,0
 09/28  04:00:00,15.6,3.9125,0
 09/28  05:00:00,15.6,4.7875,0
 09/28  06:00:00,15.6,5.825,0
 09/28  07:00:00,15.9125,4.575,0.74322432
 09/28  08:00:00,16.475,3.9125,1.48644864
 09/28  09:00:00,18.075,5.4125,7.06063104
 09/28  10:00:00,18.9,6.2,7.06063104
 09/28  11:00:00,19.5875,6.825,7.06063104
 09/28  12:00:00,20.375,6.8875,7.06063104
 09/28  13:00:00,20.9125,7.325,3.7161216
 09/28  14:00:00,22.1625,7.7,7.06063104
 09/28  15:00:00,22.1125,7.7,7.06063104
 09/28  16:00:00,21.325,7.075,7.06063104
 09/28  17:00:00,20.0375,7.325,7.06063104
 09/28  18:00:00,18.4,6.45,5.20257024
 09/28  19:00:00,16.7375,6.0125,2.97289728
 09/28  20:00:00,16.1,6.825,2.97289728
 09/28  21:00:00,16.1,5.95,0.74322432
 09/28  22:00:00,16.1,5.2,0.74322432
 09/28  23:00:00,16.1,3.2625,0.37161216
 09/28  24:00:00,16.1,2.725,0.37161216
 09/29  01:00:00,16.1,3.725,0
 09/29  02:00:00,15.7875,4.1,0
 09/29  03:00:00,15.9125,4.1,0
 09/29  04:00:00,16.1,4.1,0
 09/29  05:00:00,16.1,4.1,0
 09/29  06:00:00,15.7875,3.1625,0
 09/29  07:00:00,15.6,2.9125,0.74322432
 09/29  08:00:00,16.6,2.1,0.74322432
 09/29  09:00:00,17.8875,1.875,3.7161216
 09/29  10:00:00,18.9875,2.4125,3.7161216
 09/29  11:00:00,20.4625,2.6,3.7161216
 09/29  12:00:00,21.7875,4.225,3.7161216
 09/29  13:00:00,22.575,5.2,3.7161216
 09/29  14:00:00,21.7375,7.075,3.7161216
 09/29  15:00:00,20.7875,8.575,0.74322432
 09/29  16:00:00,19.5375,10.05,0.74322432
 09/29  17:00:00,18.2125,9.8625,0.74322432
 09/29  18:00:00,16.425,7.9875,0
 09/29  19:00:00,15.6,4.325,0
 09/29  20:00:00,15.6,6.1,0
 09/29  21:00:00,15.225,6.95,0
 09/29  22:00:00,15,6.2,0
 09/29  23:00:00,14.625,6.2,0
 09/29  24:00:00,14.4,5.575,0
 09/30  01:00:00,14.4,4.5125,0
 09/30  02:00:00,14.0875,3.475,0
 09/30  03:00:00,13.525,1.1625,0
 09/30  04:00:00,12.9875,0,0
 09/30  05:00:00,13.1125,0,0
 09/30  06:00:00,12.9875,0,0
 09/30  07:00:00,13.1125,0,0
 09/30  08:00:00,15.05,1.3125,0
 09/30  09:00:00,17.1625,2.1,0
 09/30  10:00:00,18.4875,2.725,0
 09/30  11:00:00,19.5875,2.475,0
 09/30  12:00:00,21.0625,3.0375,0
 09/30  13:00:00,22.7,7.1625,0
 09/30  14:00:00,20.8625,10.8625,0
 09/30  15:00:00,18.7125,9.925,0
 09/30  16:00:00,17.6125,9.1125,0
 09/30  17:00:00,16.8875,9.3,0
 09/30  18:00:00,16.0125,8.3,0
 09/30  19:00:00,14.85,7.7,0
 09/30  20:00:00,14.0875,7.3875,0
 09/30  21:00:00,13.9,5.575,0
 09/30  22:00:00,13.9,4.4125,0
 09/30  23:00:00,13.9,4.1125,0
 09/30  24:00:00,13.9,3.8125,0
 10/01  01:00:00,13.9,3.575,0
 10/01  02:00:00,13.9,3.3125,0
 10/01  03:00:00,13.9,3.0125,0
 10/01  04:00:00,13.9,2.7125,0
 10/01  05:00:00,13.9,2.9125,0
 10/01  06:00:00,13.9,3.1,0
 10/01  07:00:00,13.9,2.7875,0.74322432
 10/01  08:00:00,14.2125,3.5375,1.48644864
 10/01  09:00:00,14.4,3.475,7.06063104
 10/01  10:00:00,14.4,4.0375,7.06063104
 10/01  11:00:00,14.775,4.2875,7.06063104
 10/01  12:00:00,15,5.1,7.06063104
 10/01  13:00:00,15,5.0125,3.7161216
 10/01  14:00:00,15.375,4.6,7.06063104
 10/01  15:00:00,15.225,5.2875,7.06063104
 10/01  16:00:00,15.375,6.0125,7.06063104
 10/01  17:00:00,14.85,6.5125,7.06063104
 10/01  18:00:00,14.4,5.7625,5.20257024
 10/01  19:00:00,14.4,5.5125,2.97289728
 10/01  20:00:00,14.4,5.7,2.97289728
 10/01  21:00:00,14.4,6.6375,0.74322432
 10/01  22:00:00,14.4,7.2,0.74322432
 10/01  23:00:00,14.4,7.2,0.37161216
 10/01  24:00:00,14.4,5.95,0.37161216
 10/02  01:00:00,14.4,4.2,0
 10/02  02:00:00,14.4,4.225,0
 10/02  03:00:00,14.4,4.975,0
 10/02  04:00:00,14.4,3.8875,0
 10/02  05:00:00,14.4,2.1,0
 10/02  06:00:00,14.4,1.875,0
 10/02  07:00:00,14.775,2.1,0.74322432
 10/02  08:00:00,15.6875,3.35,1.48644864
 10/02  09:00:00,16.1,5.4125,7.06063104
 10/02  10:00:00,16.7875,6.2,7.06063104
 10/02  11:00:00,16.5125,6.5125,7.06063104
 10/02  12:00:00,16.7875,7.325,7.06063104
 10/02  13:00:00,17.2,8.0125,3.7161216
 10/02  14:00:00,16.8875,9.5125,7.06063104
 10/02  15:00:00,17.0125,10.6125,7.06063104
 10/02  16:00:00,16.8875,9.55,7.06063104
 10/02  17:00:00,16.325,7.4875,7.06063104
 10/02  18:00:00,15.4125,6.7,5.20257024
 10/02  19:00:00,14.625,8.325,2.97289728
 10/02  20:00:00,14.0875,8.9875,2.97289728
 10/02  21:00:00,13.9,9.425,0.74322432
 10/02  22:00:00,13.9,10.1125,0.74322432
 10/02  23:00:00,13.525,9.3625,0.37161216
 10/02  24:00:00,13.3,8.425,0.37161216
 10/03  01:00:00,12.9875,9.825,0
 10/03  02:00:00,13.1125,9.8625,0
 10/03  03:00:00,12.9875,10.2375,0
 10/03  04:00:00,12.8,10.175,0
 10/03  05:00:00,12.8,8.4875,0
 10/03  06:00:00,12.8,9.325,0
 10/03  07:00:00,13.1125,8.9875,0.74322432
 10/03  08:00:00,13.9875,8.575,1.48644864
 10/03  09:00:00,15.15,10.05,7.06063104
 10/03  10:00:00,15.9125,11.8,7.06063104
 10/03  11:00:00,16.475,12.7125,7.06063104
 10/03  12:00:00,17.3875,10.3375,7.06063104
 10/03  13:00:00,17.8,9.7375,3.7161216
 10/03  14:00:00,17.425,10.6125,7.06063104
 10/03  15:00:00,17.575,10.4875,7.06063104
 10/03  16:00:00,17.1125,9.9875,7.06063104
 10/03  17:00:00,16.325,9.8,7.06063104
 10/03  18:00:00,15.4125,8.4875,5.20257024
 10/03  19:00:00,14.625,7.7,2.97289728
 10/03  20:00:00,14.4,8.3875,2.97289728
 10/03  21:00:00,14.0875,7.8,0.74322432
 10/03  22:00:00,13.9,5.95,0.74322432
 10/03  23:00:00,13.525,4.5125,0.37161216
 10/03  24:00:00,12.9875,4.7875,0.37161216
 10/04  01:00:00,12.8,3.575,0
 10/04  02:00:00,12.425,2.6,0
 10/04  03:00:00,11.8875,1.9125,0
 10/04  04:00:00,11.7,1.875,0
 10/04  05:00:00,11.325,1.725,0
 10/04  06:00:00,10.7875,0.5625,0
 10/04  07:00:00,11.2875,0,0.74322432
 10/04  08:00:00,13.075,0.9375,1.48644864
 10/04  09:00:00,14.9625,0.5625,7.06063104
 10/04  10:00:00,15.9125,0,7.06063104
 10/04  11:00:00,16.7875,1.625,7.06063104
 10/04  12:00:00,17.8875,2.2875,7.06063104
 10/04  13:00:00,20.425,5.2875,3.7161216
 10/04  14:00:00,21.325,6.8875,7.06063104
 10/04  15:00:00,20.7875,8.325,7.06063104
 10/04  16:00:00,19.85,8.9875,7.06063104
 10/04  17:00:00,18.4,9.1125,7.06063104
 10/04  18:00:00,16.425,8.6125,5.20257024
 10/04  19:00:00,15.225,7.2625,2.97289728
 10/04  20:00:00,14.625,6.3875,2.97289728
 10/04  21:00:00,14.4,3.95,0.74322432
 10/04  22:00:00,14.0875,2.6,0.74322432
 10/04  23:00:00,14.2125,0.975,0.37161216
 10/04  24:00:00,14.0875,0.9375,0.37161216
 10/05  01:00:00,13.525,0.5625,0
 10/05  02:00:00,12.9875,1.3125,0
 10/05  03:00:00,12.8,0.7875,0
 10/05  04:00:00,12.425,0.9375,0
 10/05  05:00:00,11.5125,1.5,0
 10/05  06:00:00,11.475,0.5625,0
 10/05  07:00:00,12.0125,0,0.74322432
 10/05  08:00:00,14.325,0,1.48644864
 10/05  09:00:00,16.2875,2.5625,7.06063104
 10/05  10:00:00,18.7625,3.475,7.06063104
 10/05  11:00:00,21.0625,4.725,7.06063104
 10/05  12:00:00,21.7,6.325,7.06063104
 10/05  13:00:00,22.0125,5.3875,3.7161216
 10/05  14:00:00,22.8875,4.2875,7.06063104
 10/05  15:00:00,24.3625,3.475,7.06063104
 10/05  16:00:00,23.9375,3.1,7.06063104
 10/05  17:00:00,23.3,2.7875,7.06063104
 10/05  18:00:00,22.3,2.2875,5.20257024
 10/05  19:00:00,21.7,2.1,2.97289728
 10/05  20:00:00,20.2625,1.725,2.97289728
 10/05  21:00:00,18.7125,2.1875,0.74322432
 10/05  22:00:00,17.6125,2.2875,0.74322432
 10/05  23:00:00,17.2,1.725,0.37161216
 10/05  24:00:00,16.8875,0.5625,0.37161216
 10/06  01:00:00,16.0125,1.3125,0
 10/06  02:00:00,15.225,0.7875,0
 10/06  03:00:00,14.3125,0,0
 10/06  04:00:00,14.2125,0.9375,0
 10/06  05:00:00,14.0875,0.5625,0
 10/06  06:00:00,13.525,0,0
 10/06  07:00:00,13.9875,0,0.74322432
 10/06  08:00:00,16.15,0,0.74322432
 10/06  09:00:00,17.575,0,3.7161216
 10/06  10:00:00,18.4875,1.625,3.7161216
 10/06  11:00:00,19.2125,2.9125,3.7161216
 10/06  12:00:00,19.775,2.7875,3.7161216
 10/06  13:00:00,21.375,0.975,3.7161216
 10/06  14:00:00,22.2,1.9375,3.7161216
 10/06  15:00:00,23.575,3.4125,0.74322432
 10/06  16:00:00,25.15,4.9125,0.74322432
 10/06  17:00:00,23.85,6.6375,0.74322432
 10/06  18:00:00,21.05,6.2625,0
 10/06  19:00:00,18.9375,3.45,0
 10/06  20:00:00,17.9875,2.1,0
 10/06  21:00:00,17.425,4.6625,0
 10/06  22:00:00,16.5125,5.2,0
 10/06  23:00:00,16.1,2.6625,0
 10/06  24:00:00,15.7875,3.125,0
 10/07  01:00:00,14.85,4.7875,0
 10/07  02:00:00,14.0875,1.95,0
 10/07  03:00:00,13.9,0,0
 10/07  04:00:00,13.2125,0.9375,0
 10/07  05:00:00,12.425,2.5,0
 10/07  06:00:00,12.2,3.725,0
 10/07  07:00:00,12.8875,3.1625,0
 10/07  08:00:00,13.9875,3.5375,0
 10/07  09:00:00,15.4625,3.1625,0
 10/07  10:00:00,16.475,2.9125,0
 10/07  11:00:00,17.7,4.4125,0
 10/07  12:00:00,19.7375,5.825,0
 10/07  13:00:00,20.9125,7.45,0
 10/07  14:00:00,20.7875,7.575,0
 10/07  15:00:00,19.85,6.8875,0
 10/07  16:00:00,19.0875,6.3875,0
 10/07  17:00:00,18.525,6.5125,0
 10/07  18:00:00,17.6125,5.7625,0
 10/07  19:00:00,16.8875,4.825,0
 10/07  20:00:00,16.325,3.6625,0
 10/07  21:00:00,16.1,3.1,0
 10/07  22:00:00,16.1,3.1,0
 10/07  23:00:00,16.1,2.7875,0
 10/07  24:00:00,16.475,2.9125,0
 10/08  01:00:00,17.0125,3.4125,0
 10/08  02:00:00,16.8875,2.975,0
 10/08  03:00:00,16.7,2.9125,0
 10/08  04:00:00,16.7,2.7875,0
 10/08  05:00:00,16.7,2.2875,0
 10/08  06:00:00,16.325,3.35,0
 10/08  07:00:00,16.475,3.7875,0
 10/08  08:00:00,16.7,3.2875,0
 10/08  09:00:00,17.0125,3.4125,0
 10/08  10:00:00,17.2,3.9125,0
 10/08  11:00:00,17.8875,4.7875,0
 10/08  12:00:00,18.675,6.45,0
 10/08  13:00:00,18.9,8.2,0
 10/08  14:00:00,18.525,8.8,0
 10/08  15:00:00,18.3,9.425,0
 10/08  16:00:00,17.9875,10.1125,0
 10/08  17:00:00,17.425,8.9875,0
 10/08  18:00:00,16.2,9.2,0
 10/08  19:00:00,15.225,9.175,0
 10/08  20:00:00,15,9.1125,0
 10/08  21:00:00,14.625,8.3,0
 10/08  22:00:00,14.4,6.45,0
 10/08  23:00:00,14.0875,6.6375,0
 10/08  24:00:00,13.9,6.575,0
 10/09  01:00:00,13.525,6.2,0
 10/09  02:00:00,12.9875,5.8875,0
 10/09  03:00:00,12.8,5.3875,0
 10/09  04:00:00,12.8,6.1375,0
 10/09  05:00:00,12.8,6.3875,0
 10/09  06:00:00,12.8,5.575,0
 10/09  07:00:00,12.8,3.8875,0.74322432
 10/09  08:00:00,14.175,5.0375,1.48644864
 10/09  09:00:00,16.0625,6.5125,7.06063104
 10/09  10:00:00,17.3875,7.0125,7.06063104
 10/09  11:00:00,18.4875,7.825,7.06063104
 10/09  12:00:00,19.5875,9.2,7.06063104
 10/09  13:00:00,19.3125,10.1125,3.7161216
 10/09  14:00:00,18.525,10.6125,7.06063104
 10/09  15:00:00,17.9875,12.1125,7.06063104
 10/09  16:00:00,17.425,12.2125,7.06063104
 10/09  17:00:00,16.5125,12.175,7.06063104
 10/09  18:00:00,15.4125,12.4,5.20257024
 10/09  19:00:00,15,11.7125,2.97289728
 10/09  20:00:00,14.625,8.7375,2.97289728
 10/09  21:00:00,14.0875,8.5125,0.74322432
 10/09  22:00:00,13.9,8.6125,0.74322432
 10/09  23:00:00,13.525,7.2625,0.37161216
 10/09  24:00:00,13.3,6.3875,0.37161216
 10/10  01:00:00,13.3,6.5125,0
 10/10  02:00:00,12.9875,6.7,0
 10/10  03:00:00,12.425,6.3875,0
 10/10  04:00:00,12.2,5.2,0
 10/10  05:00:00,11.8875,3.975,0
 10/10  06:00:00,11.325,2.975,0
 10/10  07:00:00,11.1,3.225,0.74322432
 10/10  08:00:00,12.85,2.2875,1.48644864
 10/10  09:00:00,14.5875,1.5,7.06063104
 10/10  10:00:00,15.375,1.875,7.06063104
 10/10  11:00:00,16.2875,2.4125,7.06063104
 10/10  12:00:00,17.0125,2.9125,7.06063104
 10/10  13:00:00,17.8875,2.7875,3.7161216
 10/10  14:00:00,18.675,7.1,7.06063104
 10/10  15:00:00,18.525,9.8,7.06063104
 10/10  16:00:00,17.9875,8.8,7.06063104
 10/10  17:00:00,16.425,8.575,7.06063104
 10/10  18:00:00,14.85,8.425,5.20257024
 10/10  19:00:00,13.7125,7.575,2.97289728
 10/10  20:00:00,13.3,6.8875,2.97289728
 10/10  21:00:00,12.9875,7.325,0.74322432
 10/10  22:00:00,12.425,6.45,0.74322432
 10/10  23:00:00,11.8875,4.3875,0.37161216
 10/10  24:00:00,12.0125,3.9125,0.37161216
 10/11  01:00:00,11.5125,3.1625,0
 10/11  02:00:00,10.4125,1.9125,0
 10/11  03:00:00,10,0.5625,0
 10/11  04:00:00,9.625,0,0
 10/11  05:00:00,9.4,0.9375,0
 10/11  06:00:00,9.4,1.5,0
 10/11  07:00:00,9.775,1.875,0.74322432
 10/11  08:00:00,12.0625,2.4125,1.48644864
 10/11  09:00:00,14.3625,1.9125,7.06063104
 10/11  10:00:00,15,2.1875,7.06063104
 10/11  11:00:00,15.6875,2.2875,7.06063104
 10/11  12:00:00,16.7875,2.1,7.06063104
 10/11  13:00:00,18.575,4.975,3.7161216
 10/11  14:00:00,19.4,7.6375,7.06063104
 10/11  15:00:00,18.4,7.8875,7.06063104
 10/11  16:00:00,17.8,7.7,7.06063104
 10/11  17:00:00,17.1125,7.7,7.06063104
 10/11  18:00:00,15.6375,7.7,5.20257024
 10/11  19:00:00,15,6.7625,2.97289728
 10/11  20:00:00,14.3125,4.575,2.97289728
 10/11  21:00:00,14.2125,4.225,0.74322432
 10/11  22:00:00,14.0875,4.6,0.74322432
 10/11  23:00:00,13.525,4.2875,0.37161216
 10/11  24:00:00,13.3,3.1625,0.37161216
 10/12  01:00:00,12.9875,1.9125,0
 10/12  02:00:00,12.8,0.5625,0
 10/12  03:00:00,12.425,0,0
 10/12  04:00:00,12.2,0.9375,0
 10/12  05:00:00,12.575,0.5625,0
 10/12  06:00:00,12.8,0,0
 10/12  07:00:00,13.1125,0,0.74322432
 10/12  08:00:00,13.9875,1.3125,1.48644864
 10/12  09:00:00,15.15,2.1,7.06063104
 10/12  10:00:00,15.6,1.725,7.06063104
 10/12  11:00:00,16.2875,2.1875,7.06063104
 10/12  12:00:00,16.7,0.975,7.06063104
 10/12  13:00:00,17.3875,0.9375,3.7161216
 10/12  14:00:00,19.8625,3.125,7.06063104
 10/12  15:00:00,20.4125,5.1,7.06063104
 10/12  16:00:00,19.3125,6.325,7.06063104
 10/12  17:00:00,18.2125,5.3875,7.06063104
 10/12  18:00:00,17.1125,5.6,5.20257024
 10/12  19:00:00,16.7,5.2,2.97289728
 10/12  20:00:00,16.0125,4.2875,2.97289728
 10/12  21:00:00,15.6,3.475,0.74322432
 10/12  22:00:00,15.6,1.1625,0.74322432
 10/12  23:00:00,15.6,1.625,0.37161216
 10/12  24:00:00,15.6,2.9125,0.37161216
 10/13  01:00:00,15.225,2.7875,0
 10/13  02:00:00,14.625,2.6,0
 10/13  03:00:00,14.775,2.6,0
 10/13  04:00:00,15,2.9125,0
 10/13  05:00:00,15,1.1625,0
 10/13  06:00:00,15,0,0
 10/13  07:00:00,15,2.875,0.74322432
 10/13  08:00:00,15,4.2875,0.74322432
 10/13  09:00:00,15,4.4125,3.7161216
 10/13  10:00:00,15.6875,5.6,3.7161216
 10/13  11:00:00,16.7875,6.825,3.7161216
 10/13  12:00:00,17.8875,7.5125,3.7161216
 10/13  13:00:00,18.3,8.3875,3.7161216
 10/13  14:00:00,18.675,9.7375,3.7161216
 10/13  15:00:00,18.525,10.6125,0.74322432
 10/13  16:00:00,17.3,8.8625,0.74322432
 10/13  17:00:00,16.325,9.325,0.74322432
 10/13  18:00:00,15.7875,9.675,0
 10/13  19:00:00,14.85,9.6125,0
 10/13  20:00:00,14.4,6.55,0
 10/13  21:00:00,14.0875,5.2875,0
 10/13  22:00:00,13.9,6.95,0
 10/13  23:00:00,13.525,7.7,0
 10/13  24:00:00,13.3,7.7,0
 10/14  01:00:00,13.3,7.075,0
 10/14  02:00:00,12.9875,6.075,0
 10/14  03:00:00,13.1125,4.7,0
 10/14  04:00:00,13.3,4.1,0
 10/14  05:00:00,12.9875,4.4125,0
 10/14  06:00:00,12.425,4.2875,0
 10/14  07:00:00,12.575,2.85,0
 10/14  08:00:00,13.4875,1.725,0
 10/14  09:00:00,14.2125,1.875,0
 10/14  10:00:00,15.15,1.725,0
 10/14  11:00:00,16.2875,4.75,0
 10/14  12:00:00,17.0125,8.0125,0
 10/14  13:00:00,17.2,10.05,0
 10/14  14:00:00,17.2,12.7375,0
 10/14  15:00:00,16.8875,11.3375,0
 10/14  16:00:00,16.0125,9.4875,0
 10/14  17:00:00,15.6,8.9875,0
 10/14  18:00:00,14.85,8.425,0
 10/14  19:00:00,14.0875,7.8875,0
 10/14  20:00:00,13.525,7.3875,0
 10/14  21:00:00,13.3,7.2,0
 10/14  22:00:00,12.9875,6.2625,0
 10/14  23:00:00,12.8,6.95,0
 10/14  24:00:00,12.425,7.075,0
 10/15  01:00:00,11.8875,4.7625,0
 10/15  02:00:00,11.325,3.9125,0
 10/15  03:00:00,10.7875,3.475,0
 10/15  04:00:00,10.9125,3.1,0
 10/15  05:00:00,10.7875,2.1,0
 10/15  06:00:00,10.6,0.5625,0
 10/15  07:00:00,10.9125,0,0.74322432
 10/15  08:00:00,12.475,0,1.48644864
 10/15  09:00:00,13.9875,0,7.06063104
 10/15  10:00:00,14.775,0.9375,7.06063104
 10/15  11:00:00,15.375,1.875,7.06063104
 10/15  12:00:00,17.2875,4.35,7.06063104
 10/15  13:00:00,18.3,6.95,3.7161216
 10/15  14:00:00,18.3,7.7,7.06063104
 10/15  15:00:00,17.9875,8.7,7.06063104
 10/15  16:00:00,17.425,8.9875,7.06063104
 10/15  17:00:00,16.2,8.1125,7.06063104
 10/15  18:00:00,14.85,7.3875,5.20257024
 10/15  19:00:00,14.0875,7.2,2.97289728
 10/15  20:00:00,13.9,6.8875,2.97289728
 10/15  21:00:00,13.525,6.7,0.74322432
 10/15  22:00:00,13.3,5.7625,0.74322432
 10/15  23:00:00,12.9875,4.5125,0.37161216
 10/15  24:00:00,12.8,4.1,0.37161216
 10/16  01:00:00,12.425,4.4125,0
 10/16  02:00:00,12.2,3.6625,0
 10/16  03:00:00,12.575,3.4125,0
 10/16  04:00:00,14.175,3.6,0
 10/16  05:00:00,15,3.6,0
 10/16  06:00:00,15.375,4.9125,0
 10/16  07:00:00,15.9125,6.6375,0.74322432
 10/16  08:00:00,16.475,8.5125,1.48644864
 10/16  09:00:00,17.0125,7.9875,7.06063104
 10/16  10:00:00,17.575,7.2,7.06063104
 10/16  11:00:00,18.4875,8.5125,7.06063104
 10/16  12:00:00,19.2125,8.9875,7.06063104
 10/16  13:00:00,20.15,8.425,3.7161216
 10/16  14:00:00,21.2875,7.575,7.06063104
 10/16  15:00:00,21.325,7.825,7.06063104
 10/16  16:00:00,20.7875,7.2625,7.06063104
 10/16  17:00:00,19.85,5.3875,7.06063104
